sentenceID,sentenceText
DDI-DrugBank.d5.s3,"Therefore, the potential exists for a drug interaction between WELLBUTRIN and drugs that affect the CYP2B6 isoenzyme (e.g., orphenadrine and cyclophosphamide)."
DDI-DrugBank.d5.s4,The threohydrobupropion metabolite of bupropion does not appear to be produced by the cytochrome P450 isoenzymes.
DDI-DrugBank.d5.s5,The effects of concomitant administration of cimetidine on the pharmacokinetics of bupropion and its active metabolites were studied in 24 healthy young male volunteers.
DDI-DrugBank.d5.s6,"Following oral administration of two 150-mg sustained-release tablets with and without 800 mg of cimetidine, the pharmacokinetics of bupropion and hydroxybupropion were unaffected."
DDI-DrugBank.d5.s7,"However, there were 16% and 32% increases in the AUC and Cmax, respectively, of the combined moieties of threohydrobupropion and erythrohydrobupropion."
DDI-DrugBank.d5.s8,"While not systematically studied, certain drugs may induce the metabolism of bupropion (e.g., carbamazepine, phenobarbital, phenytoin)."
DDI-DrugBank.d5.s9,Animal data indicated that bupropion may be an inducer of drug-metabolizing enzymes in humans.
DDI-DrugBank.d5.s10,"In one study, following chronic administration of bupropion, 100 mg 3 times daily to 8 healthy male volunteers for 14 days, there was no evidence of induction of its own metabolism."
DDI-DrugBank.d5.s11,"Nevertheless, there may be the potential for clinically important alterations of blood levels of coadministered drugs."
DDI-DrugBank.d5.s12,"Drugs Metabolized by Cytochrome P450IID6 (CYP2D6): Many drugs, including most antidepressants (SSRIs, many tricyclics), beta-blockers, antiarrhythmics, and antipsychotics are metabolized by the CYP2D6 isoenzyme."
DDI-DrugBank.d5.s13,"Although bupropion is not metabolized by this isoenzyme, bupropion and hydroxybupropion are inhibitors of the CYP2D6 isoenzyme in vitro."
DDI-DrugBank.d5.s14,"In a study of 15 male subjects (ages 19 to 35 years) who were extensive metabolizers of the CYP2D6 isoenzyme, daily doses of bupropion given as 150 mg twice daily followed by a single dose of 50 mg desipramine increased the Cmax, AUC, and t1/2 of desipramine by an average of approximately 2-, 5- and 2-fold, respectively."
DDI-DrugBank.d5.s15,The effect was present for at least 7 days after the last dose of bupropion.
DDI-DrugBank.d5.s16,Concomitant use of bupropion with other drugs metabolized by CYP2D6 has not been formally studied.
DDI-DrugBank.d5.s17,"Therefore, co-administration of bupropion with drugs that are metabolized by CYP2D6 isoenzyme including certain antidepressants (e.g., nortriptyline, imipramine, desipramine, paroxetine, fluoxetine, sertraline), antipsychotics (e.g., haloperidol, risperidone, thioridazine), beta-blockers (e.g., metoprolol), and Type 1C antiarrhythmics (e.g., propafenone, flecainide), should be approached with caution and should be initiated at the lower end of the dose range of the concomitant medication."
DDI-DrugBank.d5.s18,"If bupropion is added to the treatment regimen of a patient already receiving a drug metabolized by CYP2D6, the need to decrease the dose of the original medication should be considered, particularly for those concomitant medications with a narrow therapeutic index."
DDI-DrugBank.d5.s19,MAO Inhibitors: Studies in animals demonstrate that the acute toxicity of bupropion is enhanced by the MAO inhibitor phenelzine .
DDI-DrugBank.d5.s20,Levodopa and Amantadine: Limited clinical data suggest a higher incidence of adverse experiences in patients receiving bupropion concurrently with either levodopa or amantadine.
DDI-DrugBank.d5.s21,"Administration of WELLBUTRIN Tablets to patients receiving either levodopa or amantadine concurrently should be undertaken with caution, using small initial doses and small gradual dose increases."
DDI-DrugBank.d5.s22,"Drugs that Lower Seizure Threshold: Concurrent administration of WELLBUTRIN and agents (e.g., antipsychotics, other antidepressants, theophylline, systemic steroids, etc.) that lower seizure threshold should be undertaken only with extreme caution."
DDI-DrugBank.d5.s23,Low initial dosing and small gradual dose increases should be employed.
DDI-DrugBank.d5.s24,Nicotine Transdermal System: .
DDI-DrugBank.d5.s25,"Alcohol: In post-marketing experience, there have been rare reports of adverse neuropsychiatric events or reduced alcohol tolerance in patients who were drinking alcohol during treatment with WELLBUTRIN."
DDI-DrugBank.d5.s26,The consumption of alcohol during treatment with WELLBUTRIN should be minimized or avoided (also see  a href= bupropz_od.htm#CI CONTRAINDICATIONS)
DDI-DrugBank.d235.s0,"Substrate of CYP2D6 (minor), 3A4 (major);"
DDI-DrugBank.d235.s1,Inhibits CYP2D6 (weak).
DDI-DrugBank.d235.s2,"Increased toxicity (CNS depression): CNS depressants, MAO inhibitors, tricyclic antidepressants, phenothiazines."
DDI-DrugBank.d235.s3,CYP3A4 inhibitors: May increase the levels/effects of chlorpheniramine.
DDI-DrugBank.d235.s4,"Example inhibitors include azole antifungals, ciprofloxacin, clarithromycin, diclofenac, doxycycline, erythromycin, imatinib, isoniazid, nefazodone, nicardipine, propofol, protease inhibitors, quinidine, and verapamil."
DDI-DrugBank.d328.s0,The drug interaction studies with valdecoxib were performed both with valdecoxib and a rapidly hydrolyzed intravenous prodrug form.
DDI-DrugBank.d328.s1,The results from trials using the intravenous prodrug are reported in this section as they relate to the role of valdecoxib in drug interactions.
DDI-DrugBank.d328.s2,"General: In humans, valdecoxib metabolism is predominantly mediated via CYP 3A4 and 2C9 with glucuronidation being a further (20%) route of metabolism."
DDI-DrugBank.d328.s3,"In vitro studies indicate that valdecoxib is a moderate inhibitor of CYP 2C19 (IC50 = 6  g/mL or 19  M) and 2C9 (IC50 = 13  g/mL or 41  M), and a weak inhibitor of CYP 2D6 (IC50 = 31  g/mL or 100  M) and 3A4 (IC50 = 44  g/mL or 141  M ).."
DDI-DrugBank.d328.s4,Aspirin: Concomitant administration of aspirin with valdecoxib may result in an increased risk of GI ulceration and complications compared to valdecoxib alone.
DDI-DrugBank.d328.s5,Because of its lack of anti-platelet effect valdecoxib is not a substitute for aspirin for cardiovascular prophylaxis.
DDI-DrugBank.d328.s6,"In a parallel group drug interaction study comparing the intravenous prodrug form of valdecoxib at 40 mg BID (n=10) vs placebo (n=9), valdecoxib had no effect on in vitro aspirin-mediated inhibition of arachidonate- or collagen-stimulated platelet aggregation."
DDI-DrugBank.d328.s7,Methotrexate: Valdecoxib 10 mg BID did not show a significant effect on the plasma exposure or renal clearance of methotrexate.
DDI-DrugBank.d328.s8,ACE-inhibitors:Reports suggest that NSAIDs may diminish the antihypertensive effect of ACE-inhibitors.
DDI-DrugBank.d328.s9,This interaction should be given consideration in patients taking BEXTRA concomitantly with ACE-inhibitors.
DDI-DrugBank.d328.s10,"Furosemide: Clinical studies, as well as post-marketing observations, have shown that NSAIDs can reduce the natriuretic effect of furosemide and thiazides in some patients."
DDI-DrugBank.d328.s11,This response has been attributed to inhibition of renal prostaglandin synthesis.
DDI-DrugBank.d328.s12,Anticonvulsants (Phenytoin): Steady state plasma exposure (AUC) of valdecoxib (40 mg BID for 12 days) was decreased by 27% when co-administered with multiple doses (300 mg QD for 12 days) of phenytoin (a CYP 3A4 inducer).
DDI-DrugBank.d328.s13,Patients already stabilized on valdecoxib should be closely monitored for loss of symptom control with phenytoin coadministration.
DDI-DrugBank.d328.s14,Valdecoxib did not have a statistically significant effect on the pharmacokinetics of phenytoin (a CYP 2C9 and CYP 2C19 substrate).
DDI-DrugBank.d328.s15,Drug interaction studies with other anticonvulsants have not been conducted.
DDI-DrugBank.d328.s16,Routine monitoring should be performed when therapy with BEXTRA is either initiated or discontinued in patients on anticonvulsant therapy.
DDI-DrugBank.d328.s17,Dextromethorphan: Dextromethorphan is primarily metabolized by CYP 2D6 and to a lesser extent by 3A4.
DDI-DrugBank.d328.s18,"Coadministration with valdecoxib (40 mg BID for 7 days) resulted in a significant increase in dextromethorphan plasma levels suggesting that, at these doses, valdecoxib is a weak inhibitor of 2D6."
DDI-DrugBank.d328.s19,Even so dextromethorphan plasma concentrations in the presence of high doses of valdecoxib were almost 5-fold lower than those seen in CYP 2D6 poor metabolizers suggesting that dose adjustment is not necessary.
DDI-DrugBank.d328.s20,Lithium: Valdecoxib 40 mg BID for 7 days produced significant decreases in lithium serum clearance (25%) and renal clearance (30%) with a 34% higher serum exposure compared to lithium alone.
DDI-DrugBank.d328.s21,Lithium serum concentrations should be monitored closely when initiating or changing therapy with BEXTRA in patients receiving lithium.
DDI-DrugBank.d328.s22,Lithium carbonate (450 mg BID for 7 days) had no effect on valdecoxib pharmacokinetics.
DDI-DrugBank.d328.s23,Warfarin: The effect of valdecoxib on the anticoagulant effect of warfarin (1 - 8 mg/day) was studied in healthy subjects by coadministration of BEXTRA 40 mg BID for 7 days.
DDI-DrugBank.d328.s24,"Valdecoxib caused a statistically significant increase in plasma exposures of R-warfarin and S-warfarin (12% and 15%, respectively), and in the pharmacodynamic effects (prothrombin time, measured as INR) of warfarin."
DDI-DrugBank.d328.s25,"While mean INR values were only slightly increased with coadministration of valdecoxib, the day-to-day variability in individual INR values was increased."
DDI-DrugBank.d328.s26,"Anticoagulant therapy should be monitored, particularly during the first few weeks, after initiating therapy with BEXTRA in patients receiving warfarin or similar agents."
DDI-DrugBank.d328.s27,"Fluconazole and Ketoconazole: Ketoconazole and fluconazole are predominantly CYP 3A4 and 2C9 inhibitors, respectively."
DDI-DrugBank.d328.s28,Concomitant single dose administration of valdecoxib 20 mg with multiple doses of ketoconazole and fluconazole produced a significant increase in exposure of valdecoxib.
DDI-DrugBank.d328.s29,Plasma exposure (AUC) to valdecoxib was increased 62% when coadministered with fluconazole and 38% when coadministered with ketoconazole.
DDI-DrugBank.d328.s30,Glyburide: Glyburide is a CYP 2C9 substrate.
DDI-DrugBank.d328.s31,Coadministration of valdecoxib (10 mg BID for 7 days) with glyburide (5 mg QD or 10 mg BID) did not affect the pharmacokinetics (exposure) of glyburide.
DDI-DrugBank.d328.s32,Coadministration of valdecoxib (40 mg BID (day 1) and 40 mg QD (days 2-7)) with glyburide (5 mg QD) did not affect either the pharmacokinetics (exposure) or the pharmacodynamics (blood glucose and insulin levels) of glyburide.
DDI-DrugBank.d328.s33,Coadministration of valdecoxib (40 mg BID (day 1) and 40 mg QD (days 2-7)) with glyburide (10 mg glyburide BID) resulted in 21% increase in glyburide AUC0-12 and a 16% increase in glyburide Cmax leading to a 16% decrease in glucose AUC0-24.
DDI-DrugBank.d328.s34,Insulin parameters were not affected.
DDI-DrugBank.d328.s35,"Because changes in glucose concentrations with valdecoxib coadministration were within the normal variability and individual glucose concentrations were above or near 70 mg/dL, dose adjustment for glyburide (5 mg QD and 10 mg BID) with valdecoxib coadministration (up to 40 mg QD) is not indicated."
DDI-DrugBank.d328.s36,"Coadministration of glyburide with doses higher than 40 mg valdecoxib (e.g., 40 mg BID) have not been studied."
DDI-DrugBank.d328.s37,Omeprazole: Omeprazole is a CYP 3A4 substrate and CYP 2C19 substrate and inhibitor.
DDI-DrugBank.d328.s38,Valdecoxib steady state plasma concentrations (40 mg BID) were not affected significantly with multiple doses of omeprazole (40 mg QD).
DDI-DrugBank.d328.s39,Coadministration with valdecoxib increased exposure of omeprazole (AUC) by 46%.
